rank,title,url,organization,relevance_score,spatial_score,name_match_score,thematic_score,usability_score,matched_places,matched_themes,formats,zurich_relevant,description
3218,Signalisation: limitations de vitesse,https://opendata.swiss/en/dataset/hochstgeschwindigkeiten,Geoinformation Canton Fribourg,22.69,30.0,20.0,18.75,20.0,"le signal, signal",urban_planning,SERVICE,False,"Les signaux « Vitesse maximale » (2.30) indiquent en km/h la vitesse que les véhicules ne doivent pas dépasser même si les conditions de la route, de la circulation et de la visibilité sont bonnes. L’"
3219,Valeurs de charge 2012 pour le trafic voyageurs et pour le trafic marchandises,https://opendata.swiss/en/dataset/vm-uvek-shapefile-2012,Office fédéral du développement territorial ARE,22.69,30.0,0.0,18.75,60.0,,transport,ZIP,False,Valeurs de charge des réseaux pour le trafic voyageurs (transports publics et transport individuel motorisé) et pour le trafic marchandises (sur la route et le rail) comme fichiers Shape pour l'année 
3220,Valeurs de charge 2015 pour le trafic voyageurs et pour le trafic marchandises,https://opendata.swiss/en/dataset/vm-uvek-shapefile-2015,Office fédéral du développement territorial ARE,22.69,30.0,0.0,18.75,60.0,,transport,ZIP,False,Valeurs de charge des réseaux pour le trafic voyageurs (transports publics et transport individuel motorisé) et pour le trafic marchandises (sur la route et le rail) comme fichiers Shape pour l'année 
3221,Valeurs de charge 2011 pour le trafic voyageurs et pour le trafic marchandises,https://opendata.swiss/en/dataset/vm-uvek-shapefile-2011,Office fédéral du développement territorial ARE,22.69,30.0,0.0,18.75,60.0,,transport,ZIP,False,Valeurs de charge des réseaux pour le trafic voyageurs (transports publics et transport individuel motorisé) et pour le trafic marchandises (sur la route et le rail) comme fichiers Shape pour l'année 
3222,Valeurs de charge 2040 pour le trafic voyageurs et pour le trafic marchandises,https://opendata.swiss/en/dataset/vm-uvek-shapefile-2040,Office fédéral du développement territorial ARE,22.69,30.0,0.0,18.75,60.0,,transport,ZIP,False,Valeurs de charge des réseaux pour le trafic voyageurs (transports publics et transport individuel motorisé) et pour le trafic marchandises (sur la route et le rail) comme fichiers Shape pour l'année 
3223,Valeurs de charge 2010 pour le trafic voyageurs et pour le trafic marchandises,https://opendata.swiss/en/dataset/vm-uvek-shapefile-2010,Office fédéral du développement territorial ARE,22.69,30.0,0.0,18.75,60.0,,transport,ZIP,False,Valeurs de charge des réseaux pour le trafic voyageurs (transports publics et transport individuel motorisé) et pour le trafic marchandises (sur la route et le rail) comme fichiers Shape pour l'année 
3224,Livre suisse (2001 - ),https://opendata.swiss/en/dataset/schweizer-buch-2001,Bibliothèque nationale suisse BN,22.69,30.0,0.0,18.75,60.0,,coworking,"PDF, XML",False,"Le Livre suisse est la bibliographie nationale suisse. Il est redigé, édité et publié par la Bibliothèque nationale suisse (BN). Le Livre suisse répertorie la production éditoriale suisse (commerciale"
3225,Kantonale Volksinitiative «Gute Schule Graubünden – Mitsprache bei Lehrplänen»,https://opendata.swiss/en/dataset/kantonale-volksinitiative-gute-schule-graubunden-mitsprache-bei-lehrplanen,Chancellerie d’État des Grisons,22.69,10.0,0.0,18.75,100.0,,public_space,"CSV, JSON",False,"Résultats finaux du vote cantonal ""Kantonale Volksinitiative «Gute Schule Graubünden – Mitsprache bei Lehrplänen»"", 25 novembre 2018, Graubünden - Grischun - Grigioni, répartis par municipalités."
3226,Kantonale Volksinitiative «Gute Schule Graubünden – Mitsprache bei wichtigen Bildungsfragen»,https://opendata.swiss/en/dataset/kantonale-volksinitiative-gute-schule-graubunden-mitsprache-bei-wichtigen-bildungsfragen,Chancellerie d’État des Grisons,22.69,10.0,0.0,18.75,100.0,,public_space,"CSV, JSON",False,"Résultats finaux du vote cantonal ""Kantonale Volksinitiative «Gute Schule Graubünden – Mitsprache bei wichtigen Bildungsfragen»"", 25 novembre 2018, Graubünden - Grischun - Grigioni, répartis par munic"
3227,Genehmigung des Beitritts des Kantons Basel-Landschaft zur interkantonalen Vereinbarung über die Harmonisierung der obligatorischen Schule (HarmoS-Konkordat),https://opendata.swiss/en/dataset/genehmigung-des-beitritts-des-kantons-basel-landschaft-zur-interkantonalen-vereinbarung-uber-di-2,Canton de Bâle-Campagne,22.69,10.0,0.0,18.75,100.0,,public_space,"CSV, JSON",False,"Résultats finaux du vote cantonal ""Genehmigung des Beitritts des Kantons Basel-Landschaft zur interkantonalen Vereinbarung über die Harmonisierung der obligatorischen Schule (HarmoS-Konkordat)"", 26 se"
3228,,https://opendata.swiss/en/dataset/high-resolution-sea-ice-surface-topography-from-the-sipex-2-expedition-east-antarctica-2012,EnviDat: le portail de données environnementales,22.69,30.0,0.0,18.75,60.0,,public_space,"SERVICE, ZIP",False,
3229,,https://opendata.swiss/en/dataset/modeled-and-measured-fluxes-of-latent-and-sensible-heat-and-snow-transport-at-s17-near-syowa-in,EnviDat: le portail de données environnementales,22.69,30.0,0.0,18.75,60.0,,public_space,"PDF, SERVICE, TXT, ZIP",False,
3230,Dataset des Cultures de paiement direct ou cultures principales,https://opendata.swiss/en/dataset/dataset-der-direktzahlungskultur-bzw-hauptkulturen,Office fédéral de l'agriculture OFAG,22.69,30.0,0.0,18.75,60.0,,public_space,XML,False,Le jeu de données contient les cultures bénéficiant de paiements directs (cultures principales) conformément à la norme eCH-0265 et décrit pour chaque culture les caractéristiques pertinentes telles q
3231,Scénarios d’évolution démographique des communes du canton de lucerne,https://opendata.swiss/en/dataset/szenarien-zur-bevolkerungsentwicklung-der-luzerner-gemeinden,LUSTAT statistique Lucerne,22.69,10.0,0.0,18.75,100.0,,population,CSV,False,Les scénarios de population LUSTAT pour le canton de Lucerne sont des modèles de calcul qui extrapolent l'évolution de la population résidente permanente au niveau communal. Trois variantes ont été ca
3232,,https://opendata.swiss/en/dataset/bilancio-demografico-secondo-il-sesso-leta-e-la-nazionalita-in-ticino-dal-1981-al-2022,Ufficio di statistica del Canton Ticino (Ustat),22.69,30.0,0.0,18.75,60.0,,population,ZIP,False,
3233,Réseau hydrographique,https://opendata.swiss/en/dataset/reseau-hydrographique,Canton du Jura,22.69,30.0,0.0,18.75,60.0,,digital,ZIP,False,Le réseau hydrographique correspond au réseau des cours d'eau jurassiens. Il a été digitalisé sur la base des données de la Mensuration officielle et reprend globalement la structure des données fédér
3234,"Carte des risques d'érosion des terres arables, classification qualitative",https://opendata.swiss/en/dataset/__,Office fédéral de l'agriculture OFAG,22.69,10.0,0.0,18.75,100.0,,coworking,"HTML, SERVICE, WMS, WMTS",False,"Carte des risques d’érosion des terres arables, classification qualitative (Office fédéral de l'agriculture) Carte des risques d’érosion des terres arables de la Suisse au raster 2x2 m, sur la base du"
3235,Canton de Bâle-Campagne: Ménages et familles,https://opendata.swiss/en/dataset/kanton-basel-landschaft-haushalte-und-familien,Office fédéral de la statistique OFS,22.69,10.0,0.0,18.75,100.0,,population,"HTML, JSON, XLS",False,Ce dataset présente les chiffres des ménages et familles (Recensement fédéral de la population 2000)
3236,Änderung der Verfassung des Kantons Basel-Landschaft betreffend Aufgabenzuordnung und Zusammenarbeit der Baselbieter Gemeinden,https://opendata.swiss/en/dataset/anderung-der-verfassung-des-kantons-basel-landschaft-betreffend-aufgabenzuordnung-und-zusammena,Canton de Bâle-Campagne,22.69,10.0,0.0,18.75,100.0,,population,"CSV, JSON",False,"Résultats finaux du vote cantonal ""Änderung der Verfassung des Kantons Basel-Landschaft betreffend Aufgabenzuordnung und Zusammenarbeit der Baselbieter Gemeinden"", 21 mai 2017, Kanton Basel-Landschaft"
3237,Änderung des Umweltschutzgesetzes Basel-Landschaft betreffend Einführung kantonaler Deponieabgaben (Massnahme des Massnahmenpakets zur Förderung des Baustoffkreislaufs Regio Basel),https://opendata.swiss/en/dataset/anderung-des-umweltschutzgesetzes-basel-landschaft-betreffend-einfuhrung-kantonaler-deponieabga,Canton de Bâle-Campagne,22.69,10.0,0.0,18.75,100.0,,noise_environment,"CSV, JSON",False,"Résultats finaux du vote cantonal ""Änderung des Umweltschutzgesetzes Basel-Landschaft betreffend Einführung kantonaler Deponieabgaben (Massnahme des Massnahmenpakets zur Förderung des Baustoffkreislau"
3238,Genehmigung des Beitritts des Kantons Basel-Landschaft zur interkantonalen Vereinbarung über die Zusammenarbeit im Bereich der Sonderpädagogik (Konkordat Sonderpädagogik),https://opendata.swiss/en/dataset/genehmigung-des-beitritts-des-kantons-basel-landschaft-zur-interkantonalen-vereinbarung-uber-di,Canton de Bâle-Campagne,22.69,10.0,0.0,18.75,100.0,,population,"CSV, JSON",False,"Résultats finaux du vote cantonal ""Genehmigung des Beitritts des Kantons Basel-Landschaft zur interkantonalen Vereinbarung über die Zusammenarbeit im Bereich der Sonderpädagogik (Konkordat Sonderpädag"
